ID,x,y,z,nx,ny,nz,s
131,0.119730494,-0.479877931,-0.102594909,0.383217,-0.755086,-0.531968,0.000536501
132,-0.183411575,-0.479213024,0.010879083,-0.585445,-0.802501,0.115087,0.000654954
133,0.183411575,-0.479213024,-0.010879083,0.585445,-0.802501,-0.115087,0.000654954
134,-0.052580205,-0.478689838,0.135747312,-0.169276,-0.738058,0.653159,0.000481911
135,0.052580205,-0.478689838,-0.135747312,0.169276,-0.738058,-0.653159,0.000481911
136,-0.1075575,-0.4777781,0.113412107,-0.338506,-0.748795,0.569842,0.000565076
137,0.1075575,-0.4777781,-0.113412107,0.338506,-0.748795,-0.569842,0.000565076
138,-0.011774121,-0.477728498,-0.143407323,-0.0590818,-0.729908,-0.680987,0.000713995
139,0.011774121,-0.477728498,0.143407323,0.0590818,-0.729908,0.680987,0.000713995
140,-0.185145293,-0.476443562,-0.015735502,-0.582197,-0.798048,-0.155455,0.000952616
141,0.185145293,-0.476443562,0.015735502,0.582197,-0.798048,0.155455,0.000952616
142,-0.059798048,-0.475438525,-0.136758254,-0.18825,-0.74452,-0.640509,0.000898926
143,0.059798048,-0.475438525,0.136758254,0.18825,-0.74452,0.640509,0.000898926
144,-0.009785895,-0.475088947,0.146565336,-0.0481946,-0.730336,0.681386,0.000593079
145,0.009785895,-0.475088947,-0.146565336,0.0481946,-0.730336,-0.681386,0.000593079
146,-0.040975748,-0.474116978,0.143586836,-0.147638,-0.727746,0.669768,0.000506567
147,0.040975748,-0.474116978,-0.143586836,0.147638,-0.727746,-0.669768,0.000506567
148,-0.084252924,-0.473041081,-0.130607569,-0.274941,-0.724307,-0.632287,0.000917209
149,0.084252924,-0.473041081,0.130607569,0.274941,-0.724307,0.632287,0.000917209
150,-0.183197813,-0.472243901,0.043273515,-0.558185,-0.774372,0.297954,0.000669482
151,0.183197813,-0.472243901,-0.043273515,0.558185,-0.774372,-0.297954,0.000669482
152,-0.156247232,-0.471342793,0.083397521,-0.462664,-0.778227,0.424624,0.000650867
153,0.156247232,-0.471342793,-0.083397521,0.462664,-0.778227,-0.424624,0.000650867
154,-0.084179702,-0.47122233,0.133417185,-0.259143,-0.735567,0.625928,0.000474669
155,0.084179702,-0.47122233,-0.133417185,0.259143,-0.735567,-0.625928,0.000474669
156,-0.194539023,-0.469598446,0.021837647,-0.582143,-0.805589,0.110161,0.000667472
157,0.194539023,-0.469598446,-0.021837647,0.582143,-0.805589,-0.110161,0.000667472
158,-0.141295683,-0.468534358,0.10185111,-0.42993,-0.731908,0.52865,0.00064887
159,0.141295683,-0.468534358,-0.10185111,0.42993,-0.731908,-0.52865,0.00064887
160,-0.16729201,-0.467667499,-0.076460758,-0.489888,-0.780616,-0.388134,0.000970405
161,0.16729201,-0.467667499,0.076460758,0.489888,-0.780616,0.388134,0.000970405
162,-0.072855734,-0.467538769,0.142004287,-0.233153,-0.724056,0.64914,0.000480169
163,0.072855734,-0.467538769,-0.142004287,0.233153,-0.724056,-0.64914,0.000480169
164,-0.131841721,-0.46410322,-0.114919071,-0.387053,-0.751085,-0.534847,0.000899989
165,0.131841721,-0.46410322,0.114919071,0.387053,-0.751085,0.534847,0.000899989
166,-0.198103303,-0.463968585,-0.031518362,-0.57985,-0.800092,-0.153712,0.000976247
167,0.198103303,-0.463968585,0.031518362,0.57985,-0.800092,0.153712,0.000976247
168,-0.023697379,-0.463006064,-0.157826238,-0.0682277,-0.718659,-0.692007,0.000748782
169,0.023697379,-0.463006064,0.157826238,0.0682277,-0.718659,0.692007,0.000748782
170,-0.114962296,-0.462143929,0.129049821,-0.336637,-0.73106,0.593487,0.000473772
171,0.114962296,-0.462143929,-0.129049821,0.336637,-0.73106,-0.593487,0.000473772
172,-0.04708864,-0.461259355,-0.15579963,-0.158541,-0.711898,-0.684153,0.000737425
173,0.04708864,-0.461259355,0.15579963,0.158541,-0.711898,0.684153,0.000737425
174,-0.19336274,-0.46106567,0.053923246,-0.549256,-0.786307,0.282912,0.000665312
175,0.19336274,-0.46106567,-0.053923246,0.549256,-0.786307,-0.282912,0.000665312
176,-0.180157901,-0.461033782,0.074175509,-0.519335,-0.745287,0.418138,0.000649555
177,0.180157901,-0.461033782,-0.074175509,0.519335,-0.745287,-0.418138,0.000649555
178,-0.18949258,-0.459836241,-0.062069124,-0.543842,-0.751759,-0.372954,0.000975856
179,0.18949258,-0.459836241,0.062069124,0.543842,-0.751759,0.372954,0.000975856
180,-0.104036328,-0.459302426,0.138279391,-0.310337,-0.72108,0.619463,0.000475265
181,0.104036328,-0.459302426,-0.138279391,0.310337,-0.72108,-0.619463,0.000475265
182,-0.049711657,-0.458788688,0.158037639,-0.146053,-0.715008,0.68369,0.000478495
183,0.049711657,-0.458788688,-0.158037639,0.146053,-0.715008,-0.68369,0.000478495
184,-0.155223299,-0.45848635,-0.104208873,-0.449766,-0.725167,-0.521386,0.000940824
185,0.155223299,-0.45848635,0.104208873,0.449766,-0.725167,0.521386,0.000940824
186,-0.019555823,-0.457977336,0.163629707,-0.0565243,-0.709495,0.70244,0.000593933
187,0.019555823,-0.457977336,-0.163629707,0.0565243,-0.709495,-0.70244,0.000593933
188,-0.094390098,-0.456009778,-0.145840198,-0.271135,-0.728733,-0.628835,0.000898623
189,0.094390098,-0.456009778,0.145840198,0.271135,-0.728733,0.628835,0.000898623
190,-0.215488907,-0.455257477,0.010958553,-0.615862,-0.780835,0.104933,0.000658992
191,0.215488907,-0.455257477,-0.010958553,0.615862,-0.780835,-0.104933,0.000658992
192,-0.149810744,-0.454578398,0.114556857,-0.425138,-0.741248,0.519432,0.000847701
